NIF;sector
A79273439;cma
A79273439;cma
A79273439;cma
A79273439;cma
A79273439;cma
A79273439;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B11230075;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
B84179894;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
F25023938;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A15133713;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
A58195611;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B58722059;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
B92148279;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
A64247182;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B85758688;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B55152573;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B80170806;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
B85440550;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A48081152;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
A33620485;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B25391509;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B07047525;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B85073252;cma
B27215805;cma
B27215805;cma
B27215805;cma
B27215805;cma
B27215805;cma
B27215805;cma
B27215805;cma
B27215805;cma
B27215805;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
A26017137;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B28668358;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B61933453;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
B80660533;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A28788909;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
A50024181;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B43466234;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B78071669;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
B65467748;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
A42002543;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
B27726397;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
A50054089;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B62879721;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
B85915452;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A14101927;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A08425662;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
A63204267;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B35018332;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
B85695559;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A08203838;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
A79293932;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
B30361141;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A85088698;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
A60909355;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B86907128;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B53727608;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
B17984071;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
A58012998;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F02021053;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F08792269;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F30142202;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
F50019140;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
A63039846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
B12356846;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
A28419778;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
F46024436;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
B37296399;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F25003401;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F31021165;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
F35009000;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B09293358;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B72157126;cma
B73060113;cma
B73060113;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
F60211786;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B73217267;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
B50109255;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
F35323146;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B46831798;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
B04292942;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
A30074363;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
F41031162;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
A06011787;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
F03014545;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B73781775;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B08869182;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
B22371645;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
F18412049;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
A04049193;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B34109975;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
B04745741;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
A47356258;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
F12438578;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B24278996;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
B04584801;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F09023789;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
F31746621;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30508162;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B30930309;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B86018900;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
B73126047;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
F30809230;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A04007530;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
A21019336;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B44158962;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73589467;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
B73372211;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
F21047758;cma
B73249328;cma
B73249328;cma
B73249328;cma
B73249328;cma
B73249328;cma
B73249328;cma
B73249328;cma
B73249328;cma
B73249328;cma
B73249328;cma
